DayOfWeek,Date,PdDistrict
Tuesday,01/26/2016,TENDERLOIN
Tuesday,01/26/2016,TENDERLOIN
Tuesday,01/26/2016,TENDERLOIN
Tuesday,01/26/2016,TENDERLOIN
Tuesday,01/26/2016,TENDERLOIN
Tuesday,01/26/2016,TENDERLOIN
Tuesday,01/26/2016,TENDERLOIN
Tuesday,01/26/2016,TENDERLOIN
Tuesday,01/26/2016,TENDERLOIN
Tuesday,01/26/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Monday,01/25/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Sunday,01/24/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Saturday,01/23/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Friday,01/22/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Thursday,01/21/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Wednesday,01/20/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Tuesday,01/19/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Monday,01/18/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Sunday,01/17/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Saturday,01/16/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Friday,01/15/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
Thursday,01/14/2016,TENDERLOIN
